Time,ZoneTemp,PMV,Energy_kWh,HeatingSetPoint,CoolingSetPoint
Timestamp,22.09204815884115,0.3,1.2,20.0,22.0
Timestamp,22.009978814935565,0.3,1.2,20.0,22.0
Timestamp,22.00045606357695,0.3,1.2,20.0,22.0
Timestamp,21.999539585907065,0.3,1.2,20.0,22.0
Timestamp,21.99975222506983,0.3,1.2,20.0,22.0
Timestamp,21.973389098453236,0.3,1.2,20.0,22.0
Timestamp,21.90804685570657,0.3,1.2,20.0,22.0
Timestamp,22.1048193993358,0.3,1.2,20.0,22.0
Timestamp,22.11293945370268,0.3,1.2,20.0,22.0
Timestamp,22.110054485458797,0.3,1.2,20.0,22.0
Timestamp,22.088990787589903,0.3,1.2,20.0,22.0
Timestamp,22.031150245583557,0.3,1.2,20.0,22.0
Timestamp,21.96175865299453,0.3,1.2,20.0,22.0
Timestamp,21.896751371124985,0.3,1.2,20.0,22.0
Timestamp,21.83840007792084,0.3,1.2,20.0,22.0
Timestamp,21.784362315020793,0.3,1.2,20.0,22.0
Timestamp,21.732940955084864,0.3,1.2,20.0,22.0
Timestamp,21.683642553144647,0.3,1.2,20.0,22.0
Timestamp,21.636407731110562,0.3,1.2,20.0,22.0
Timestamp,21.591227088767962,0.3,1.2,20.0,22.0
Timestamp,21.547975521773935,0.3,1.2,20.0,22.0
Timestamp,21.506664038393435,0.3,1.2,20.0,22.0
Timestamp,21.46703808682395,0.3,1.2,20.0,22.0
Timestamp,21.427518847356886,0.3,1.2,20.0,22.0
Timestamp,21.388386098761494,0.3,1.2,20.0,22.0
Timestamp,21.35028284362103,0.3,1.2,20.0,22.0
Timestamp,21.31347764859697,0.3,1.2,20.0,22.0
Timestamp,21.27828481352387,0.3,1.2,20.0,22.0
Timestamp,21.244451248368208,0.3,1.2,20.0,22.0
Timestamp,21.211719842630313,0.3,1.2,20.0,22.0
Timestamp,21.179997374117903,0.3,1.2,20.0,22.0
Timestamp,21.149291127386523,0.3,1.2,20.0,22.0
Timestamp,21.11958091322178,0.3,1.2,20.0,22.0
Timestamp,21.09084441895516,0.3,1.2,20.0,22.0
Timestamp,21.06307005301649,0.3,1.2,20.0,22.0
Timestamp,21.03624363554618,0.3,1.2,20.0,22.0
Timestamp,21.010333157127878,0.3,1.2,20.0,22.0
Timestamp,20.98529482942411,0.3,1.2,20.0,22.0
Timestamp,20.96108393317267,0.3,1.2,20.0,22.0
Timestamp,20.937660137117042,0.3,1.2,20.0,22.0
Timestamp,20.91494416993348,0.3,1.2,20.0,22.0
Timestamp,20.89284852811525,0.3,1.2,20.0,22.0
Timestamp,20.871368668263116,0.3,1.2,20.0,22.0
Timestamp,20.8505022168917,0.3,1.2,20.0,22.0
Timestamp,20.830200328069793,0.3,1.2,20.0,22.0
Timestamp,20.81038968711446,0.3,1.2,20.0,22.0
Timestamp,20.791071994781372,0.3,1.2,20.0,22.0
Timestamp,20.447404631269716,0.3,1.2,20.0,22.0
Timestamp,20.24886413360867,0.3,1.2,20.0,22.0
Timestamp,20.158634147164705,0.3,1.2,20.0,22.0
Timestamp,20.086574145399855,0.3,1.2,20.0,22.0
Timestamp,20.054775832653327,0.3,1.2,20.0,22.0
Timestamp,20.033104711338773,0.3,1.2,20.0,22.0
Timestamp,20.012314148539833,0.3,1.2,20.0,22.0
Timestamp,20.003884128923527,0.3,1.2,20.0,22.0
Timestamp,21.34026938483039,0.3,1.2,20.0,22.0
Timestamp,21.998734253772213,0.3,1.2,20.0,22.0
Timestamp,21.998749815099455,0.3,1.2,20.0,22.0
Timestamp,21.999525157106515,0.3,1.2,20.0,22.0
Timestamp,22.443590159545312,0.3,1.2,20.0,22.0
Timestamp,22.738053707621138,0.3,1.2,20.0,22.0
Timestamp,22.895261201578137,0.3,1.2,20.0,22.0
Timestamp,23.010856556697664,0.3,1.2,20.0,22.0
Timestamp,23.112342497555513,0.3,1.2,20.0,22.0
Timestamp,23.215187061651648,0.3,1.2,20.0,22.0
Timestamp,23.31098429945698,0.3,1.2,20.0,22.0
Timestamp,23.3955660186321,0.3,1.2,20.0,22.0
Timestamp,23.364052520918708,0.3,1.2,20.0,22.0
Timestamp,23.334520742855073,0.3,1.2,20.0,22.0
Timestamp,23.350619158552405,0.3,1.2,20.0,22.0
Timestamp,23.39160411014035,0.3,1.2,20.0,22.0
Timestamp,23.21095185873346,0.3,1.2,20.0,22.0
Timestamp,23.040805563464733,0.3,1.2,20.0,22.0
Timestamp,22.969614619616976,0.3,1.2,20.0,22.0
Timestamp,22.956141523220627,0.3,1.2,20.0,22.0
Timestamp,23.17181081644655,0.3,1.2,20.0,22.0
Timestamp,23.360804221860644,0.3,1.2,20.0,22.0
Timestamp,23.444322616474526,0.3,1.2,20.0,22.0
Timestamp,23.471538334275444,0.3,1.2,20.0,22.0
Timestamp,23.53659980453449,0.3,1.2,20.0,22.0
Timestamp,23.604164272151838,0.3,1.2,20.0,22.0
Timestamp,23.65190150429275,0.3,1.2,20.0,22.0
Timestamp,23.68398884245475,0.3,1.2,20.0,22.0
Timestamp,23.642195055422423,0.3,1.2,20.0,22.0
Timestamp,23.60716526861649,0.3,1.2,20.0,22.0
Timestamp,23.602888731152756,0.3,1.2,20.0,22.0
Timestamp,23.61191186967073,0.3,1.2,20.0,22.0
Timestamp,23.482744754783834,0.3,1.2,20.0,22.0
Timestamp,23.3662804735906,0.3,1.2,20.0,22.0
Timestamp,23.311363028845705,0.3,1.2,20.0,22.0
Timestamp,23.286227472296567,0.3,1.2,20.0,22.0
Timestamp,23.260910437682707,0.3,1.2,20.0,22.0
Timestamp,23.22705311876612,0.3,1.2,20.0,22.0
Timestamp,23.187815603333107,0.3,1.2,20.0,22.0
Timestamp,23.146882066004792,0.3,1.2,20.0,22.0
Timestamp,22.475695936279113,0.3,1.2,20.0,22.0
Timestamp,22.092048158345847,0.3,1.2,20.0,22.0
Timestamp,22.00997881487297,0.3,1.2,20.0,22.0
Timestamp,22.00045606356968,0.3,1.2,20.0,22.0
Timestamp,21.999539585906838,0.3,1.2,20.0,22.0
Timestamp,21.999752225069923,0.3,1.2,20.0,22.0
Timestamp,21.973389098325637,0.3,1.2,20.0,22.0
Timestamp,21.90804685547336,0.3,1.2,20.0,22.0
Timestamp,22.104819398994117,0.3,1.2,20.0,22.0
Timestamp,22.112939453339237,0.3,1.2,20.0,22.0
Timestamp,22.11005448508628,0.3,1.2,20.0,22.0
Timestamp,22.088990787214538,0.3,1.2,20.0,22.0
Timestamp,22.03115024521441,0.3,1.2,20.0,22.0
Timestamp,21.961758652628834,0.3,1.2,20.0,22.0
Timestamp,21.896751370765998,0.3,1.2,20.0,22.0
Timestamp,21.838400077572896,0.3,1.2,20.0,22.0
Timestamp,21.784362314686245,0.3,1.2,20.0,22.0
Timestamp,21.732940954764498,0.3,1.2,20.0,22.0
Timestamp,21.68364255283859,0.3,1.2,20.0,22.0
Timestamp,21.636407730818725,0.3,1.2,20.0,22.0
Timestamp,21.591227088490154,0.3,1.2,20.0,22.0
Timestamp,21.54797552150983,0.3,1.2,20.0,22.0
Timestamp,21.506664038142564,0.3,1.2,20.0,22.0
Timestamp,21.46703808658584,0.3,1.2,20.0,22.0
Timestamp,21.427518847130884,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.388386098546988,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.350282843417453,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.3134776484038,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.278284813340708,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.244451248194633,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.21171984246589,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.179997373962188,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.1492911272391,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.119580913082242,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.0908444188231,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.063070052891526,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.036243635427955,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.010333157016035,0.3,0.10996319842848988,20.0,22.0
Timestamp,20.98529482931832,0.3,0.10996319842848988,20.0,22.0
Timestamp,20.96108393307262,0.3,0.10996319842848988,20.0,22.0
Timestamp,20.937660137022423,0.3,0.10996319842848988,20.0,22.0
Timestamp,20.914944169844013,0.3,0.10996319842848988,20.0,22.0
Timestamp,20.892848528030697,0.3,0.10996319842848988,20.0,22.0
Timestamp,20.871368668183248,0.3,0.10996319842848988,20.0,22.0
Timestamp,20.850502216816256,0.3,0.10996319842848988,20.0,22.0
Timestamp,20.83020032799852,0.3,0.10996319842848988,20.0,22.0
Timestamp,20.810389687047167,0.3,0.10996319842848988,20.0,22.0
Timestamp,20.791071994717868,0.3,0.10996319842848988,20.0,22.0
Timestamp,20.447404631578106,0.3,0.10996319842848988,20.0,22.0
Timestamp,20.248864133728997,0.3,0.10996319842848988,20.0,22.0
Timestamp,20.15863414919485,0.3,0.10996319842848988,20.0,22.0
Timestamp,20.08657414540667,0.3,0.10996319842848988,20.0,22.0
Timestamp,20.054775830439965,0.3,0.10996319842848988,20.0,22.0
Timestamp,20.033104707084362,0.3,0.10996319842848988,20.0,22.0
Timestamp,20.012314142761237,0.3,0.10996319842848988,20.0,22.0
Timestamp,20.00388412368192,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.340269377728045,0.3,0.11335690819600713,20.0,22.0
Timestamp,21.998734253572277,0.3,0.11727756974002003,20.0,22.0
Timestamp,21.998749815092232,0.3,0.13192852916746212,20.0,22.0
Timestamp,21.999525157106113,0.3,0.13982275014429046,20.0,22.0
Timestamp,22.443590156459496,0.3,0.18090407571847938,20.0,22.0
Timestamp,22.738053703655357,0.3,0.1920642943436096,20.0,22.0
Timestamp,22.895261197647994,0.3,0.20036303338348244,20.0,22.0
Timestamp,23.010856553416353,0.3,0.20811108640182688,20.0,22.0
Timestamp,23.112342494852037,0.3,0.2161650642259156,20.0,22.0
Timestamp,23.215187059326613,0.3,0.2231284156517137,20.0,22.0
Timestamp,23.310984297409984,0.3,0.2294271038063567,20.0,22.0
Timestamp,23.395566016840405,0.3,0.2334240079503354,20.0,22.0
Timestamp,23.36405251933302,0.3,0.2323353991807532,20.0,22.0
Timestamp,23.334520741457844,0.3,0.2339686201847554,20.0,22.0
Timestamp,23.350619157318295,0.3,0.23532728633836889,20.0,22.0
Timestamp,23.391604109042554,0.3,0.23657958156553172,20.0,22.0
Timestamp,23.210951857730194,0.3,0.2298852279675366,20.0,22.0
Timestamp,23.040805562561257,0.3,0.22644622618907015,20.0,22.0
Timestamp,22.969614618809175,0.3,0.22858624890667942,20.0,22.0
Timestamp,22.956141522503348,0.3,0.2284328435869109,20.0,22.0
Timestamp,23.171810815822962,0.3,0.23791751737493974,20.0,22.0
Timestamp,23.360804221313163,0.3,0.23830457572992342,20.0,22.0
Timestamp,23.44432261598709,0.3,0.2388043147065488,20.0,22.0
Timestamp,23.471538333838367,0.3,0.23980803429868877,20.0,22.0
Timestamp,23.536599804144792,0.3,0.24282720172898725,20.0,22.0
Timestamp,23.604164271804606,0.3,0.24471048816183358,20.0,22.0
Timestamp,23.651901503981666,0.3,0.24769566821656092,20.0,22.0
Timestamp,23.68398884217642,0.3,0.2499727619184866,20.0,22.0
Timestamp,23.64219505517355,0.3,0.25056226629669665,20.0,22.0
Timestamp,23.60716526839376,0.3,0.25277974112751866,20.0,22.0
Timestamp,23.602888730953214,0.3,0.2539484164616594,20.0,22.0
Timestamp,23.611911869491934,0.3,0.2532758863345076,20.0,22.0
Timestamp,23.48274475462257,0.3,0.24031298066051845,20.0,22.0
Timestamp,23.366280473447155,0.3,0.2342583050386676,20.0,22.0
Timestamp,23.311363028718173,0.3,0.2282480349080999,20.0,22.0
Timestamp,23.286227472183022,0.3,0.21861728903836494,20.0,22.0
Timestamp,23.260910437582076,0.3,0.20913963259866397,20.0,22.0
Timestamp,23.2270531186769,0.3,0.19848718728515963,20.0,22.0
Timestamp,23.18781560325388,0.3,0.19289161141797917,20.0,22.0
Timestamp,23.146882065934257,0.3,0.18700869024939695,20.0,22.0
Timestamp,22.475695936215953,0.3,0.15335584588060505,20.0,22.0
Timestamp,22.092048158288573,0.3,0.14452165011166468,20.0,22.0
Timestamp,22.009978814865725,0.3,0.1342843053673319,20.0,22.0
Timestamp,22.000456063568837,0.3,0.13062289969830976,20.0,22.0
Timestamp,21.999539585906806,0.3,0.11323636537890036,20.0,22.0
Timestamp,21.99975222506993,0.3,0.1108794665726152,20.0,22.0
Timestamp,21.973389098310882,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.908046855446397,0.3,0.10996319842848988,20.0,22.0
Timestamp,22.104819398954625,0.3,0.10996319842848988,20.0,22.0
Timestamp,22.11293945329723,0.3,0.10996319842848988,20.0,22.0
Timestamp,22.110054485043214,0.3,0.10996319842848988,20.0,22.0
Timestamp,22.08899078717113,0.3,0.10996319842848988,20.0,22.0
Timestamp,22.031150245171712,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.96175865258654,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.896751370724473,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.838400077532654,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.784362314647552,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.732940954727443,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.683642552803203,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.63640773078499,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.59122708845804,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.547975521479305,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.506664038113573,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.46703808655833,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.428749891472727,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.391772792225044,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.356159316709064,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.321914958585662,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.288923967514222,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.257136546640506,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.22651663855666,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.197011951453725,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.168633059532937,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.141317532767395,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.114992768813647,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.08960537372372,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.065163361074838,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.041605203046903,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.018848288951684,0.3,0.10996319842848988,20.0,22.0
Timestamp,20.99682378946867,0.3,0.10996319842848988,20.0,22.0
Timestamp,20.97541105430415,0.3,0.10996319842848988,20.0,22.0
Timestamp,20.95453443785878,0.3,0.10996319842848988,20.0,22.0
Timestamp,20.934130621630548,0.3,0.10996319842848988,20.0,22.0
Timestamp,20.91419778110963,0.3,0.10996319842848988,20.0,22.0
Timestamp,20.8948049855752,0.3,0.10996319842848988,20.0,22.0
Timestamp,20.87592736039887,0.3,0.10996319842848988,20.0,22.0
Timestamp,20.857483245664902,0.3,0.10996319842848988,20.0,22.0
Timestamp,20.839394631558488,0.3,0.10996319842848988,20.0,22.0
Timestamp,20.492565155432906,0.3,0.10996319842848988,20.0,22.0
Timestamp,20.29374658697048,0.3,0.10996319842848988,20.0,22.0
Timestamp,20.183915696060172,0.3,0.10996319842848988,20.0,22.0
Timestamp,20.110666196791676,0.3,0.10996319842848988,20.0,22.0
Timestamp,20.084825928760228,0.3,0.10996319842848988,20.0,22.0
Timestamp,20.066700670689606,0.3,0.10996319842848988,20.0,22.0
Timestamp,20.0468141332387,0.3,0.10996319842848988,20.0,22.0
Timestamp,20.03917144511794,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.37393088470776,0.3,0.11287379348804133,20.0,22.0
Timestamp,21.999622646959978,0.3,0.1186919300530024,20.0,22.0
Timestamp,21.998710967211576,0.3,0.136802452722512,20.0,22.0
Timestamp,21.99946234054236,0.3,0.14501735185703876,20.0,22.0
Timestamp,22.465049684611735,0.3,0.1886991756850533,20.0,22.0
Timestamp,22.768601244640237,0.3,0.1974162947672134,20.0,22.0
Timestamp,22.917257096794916,0.3,0.20551339395426405,20.0,22.0
Timestamp,23.00896837176779,0.3,0.212613448080797,20.0,22.0
Timestamp,23.13072858724017,0.3,0.21954497378161852,20.0,22.0
Timestamp,23.243499995587058,0.3,0.22579151331295405,20.0,22.0
Timestamp,23.33921485744593,0.3,0.23108897887418356,20.0,22.0
Timestamp,23.42079590098134,0.3,0.23357955023655722,20.0,22.0
Timestamp,23.385228492367315,0.3,0.2316562246395911,20.0,22.0
Timestamp,23.354462780480148,0.3,0.2332393321406038,20.0,22.0
Timestamp,23.36987478501757,0.3,0.23430040004520325,20.0,22.0
Timestamp,23.409299071952436,0.3,0.23530394554359702,20.0,22.0
Timestamp,23.227084738768628,0.3,0.22488645893180284,20.0,22.0
Timestamp,23.057201744002082,0.3,0.2228253952157408,20.0,22.0
Timestamp,22.98674582690606,0.3,0.22462931225933688,20.0,22.0
Timestamp,22.974179326545382,0.3,0.2250180113783965,20.0,22.0
Timestamp,23.19080199518974,0.3,0.2369394786938022,20.0,22.0
Timestamp,23.380146758819397,0.3,0.23749299962270423,20.0,22.0
Timestamp,23.464247980427317,0.3,0.23820125601893521,20.0,22.0
Timestamp,23.49273880316424,0.3,0.2394544057221988,20.0,22.0
Timestamp,23.559232251854233,0.3,0.24276545923155166,20.0,22.0
Timestamp,23.62818696878843,0.3,0.24471148369391846,20.0,22.0
Timestamp,23.677135277784384,0.3,0.24757580299165324,20.0,22.0
Timestamp,23.710326697738015,0.3,0.25015711057039325,20.0,22.0
Timestamp,23.668536822474056,0.3,0.25069325626701283,20.0,22.0
Timestamp,23.63257890266515,0.3,0.2527656892776531,20.0,22.0
Timestamp,23.626350369140564,0.3,0.25283822209263446,20.0,22.0
Timestamp,23.632533830517044,0.3,0.2526092542944467,20.0,22.0
Timestamp,23.50054715836155,0.3,0.24087075550193768,20.0,22.0
Timestamp,23.381653801216196,0.3,0.23498743166439678,20.0,22.0
Timestamp,23.324749395813566,0.3,0.22829920139970378,20.0,22.0
Timestamp,23.29755397763443,0.3,0.21840186463752698,20.0,22.0
Timestamp,23.26990124260433,0.3,0.2086643392240961,20.0,22.0
Timestamp,23.233623387204876,0.3,0.19789058232232856,20.0,22.0
Timestamp,23.192098078401845,0.3,0.1922308872528521,20.0,22.0
Timestamp,23.14911415877788,0.3,0.18630772792601544,20.0,22.0
Timestamp,22.477424117774163,0.3,0.15286184772911326,20.0,22.0
Timestamp,22.094867638348045,0.3,0.14297373540433614,20.0,22.0
Timestamp,22.010298717947382,0.3,0.13367453054079578,20.0,22.0
Timestamp,22.000469094703114,0.3,0.1298002441946404,20.0,22.0
Timestamp,21.99968347328079,0.3,0.11245569063487179,20.0,22.0
Timestamp,21.999747509120063,0.3,0.1107232587151975,20.0,22.0
Timestamp,21.972280931408108,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.905855320232593,0.3,0.10996319842848988,20.0,22.0
Timestamp,22.090247198541295,0.3,0.10996319842848988,20.0,22.0
Timestamp,22.094236535733586,0.3,0.10996319842848988,20.0,22.0
Timestamp,22.088236130620338,0.3,0.10996319842848988,20.0,22.0
Timestamp,22.06402376255486,0.3,0.10996319842848988,20.0,22.0
Timestamp,22.004014576549704,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.930901336581204,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.86302714832995,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.803118453655305,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.748193646544355,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.696048307381453,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.646026475386254,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.598037146010473,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.551992735735165,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.50775182387757,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.465331337633987,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.42448333549629,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.385387403780264,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.347926048669787,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.311916899990198,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.27724756309054,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.243914712652156,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.211878088265447,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.18108916475825,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.151510039429752,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.123033437764278,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.095609822508084,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.069198357845828,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.043744750688926,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.01919164260607,0.3,0.10996319842848988,20.0,22.0
Timestamp,20.99548230182723,0.3,0.10996319842848988,20.0,22.0
Timestamp,20.9725252833605,0.3,0.10996319842848988,20.0,22.0
Timestamp,20.95022001786422,0.3,0.10996319842848988,20.0,22.0
Timestamp,20.928663040799698,0.3,0.10996319842848988,20.0,22.0
Timestamp,20.907866776758706,0.3,0.10996319842848988,20.0,22.0
Timestamp,20.887793440934427,0.3,0.10996319842848988,20.0,22.0
Timestamp,20.868408015378705,0.3,0.10996319842848988,20.0,22.0
Timestamp,20.849536377828496,0.3,0.10996319842848988,20.0,22.0
Timestamp,20.831108513537163,0.3,0.10996319842848988,20.0,22.0
Timestamp,20.813135885378042,0.3,0.10996319842848988,20.0,22.0
Timestamp,20.7956121718883,0.3,0.10996319842848988,20.0,22.0
Timestamp,20.45598862577242,0.3,0.10996319842848988,20.0,22.0
Timestamp,20.262945195781214,0.3,0.10996319842848988,20.0,22.0
Timestamp,20.156820170439186,0.3,0.10996319842848988,20.0,22.0
Timestamp,20.089707315067372,0.3,0.10996319842848988,20.0,22.0
Timestamp,20.067252254169688,0.3,0.10996319842848988,20.0,22.0
Timestamp,20.050128303956733,0.3,0.10996319842848988,20.0,22.0
Timestamp,20.030143935185052,0.3,0.10996319842848988,20.0,22.0
Timestamp,20.02188778120279,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.356178111808717,0.3,0.11272664670069249,20.0,22.0
Timestamp,21.99916144346829,0.3,0.11793178757011534,20.0,22.0
Timestamp,21.99867561528506,0.3,0.1343177488602763,20.0,22.0
Timestamp,21.999440132062695,0.3,0.14203527094277799,20.0,22.0
Timestamp,22.452711985733774,0.3,0.1852476228534127,20.0,22.0
Timestamp,22.751198937787255,0.3,0.19494959159869604,20.0,22.0
Timestamp,22.91002194553907,0.3,0.20325970681017097,20.0,22.0
Timestamp,23.026401888148214,0.3,0.21137443535132452,20.0,22.0
Timestamp,23.129157964983808,0.3,0.21997838684791785,20.0,22.0
Timestamp,23.234279358454913,0.3,0.22787817182469816,20.0,22.0
Timestamp,23.33286217441703,0.3,0.2333522555127695,20.0,22.0
Timestamp,23.42109562964419,0.3,0.23591220737687668,20.0,22.0
Timestamp,23.394987017496774,0.3,0.23528609350622967,20.0,22.0
Timestamp,23.372564790004695,0.3,0.23739955875515703,20.0,22.0
Timestamp,23.396625343440096,0.3,0.2392425831559569,20.0,22.0
Timestamp,23.446010791423046,0.3,0.24098781133721542,20.0,22.0
Timestamp,23.2709904196795,0.3,0.23593327991745663,20.0,22.0
Timestamp,23.10478862714386,0.3,0.23654462571290322,20.0,22.0
Timestamp,23.03498908822042,0.3,0.23672764544405558,20.0,22.0
Timestamp,23.02143857224447,0.3,0.23650358127521715,20.0,22.0
Timestamp,23.234015949481915,0.3,0.24254047076493754,20.0,22.0
Timestamp,23.418469222783397,0.3,0.2427531011365943,20.0,22.0
Timestamp,23.49686188517065,0.3,0.24313741445479922,20.0,22.0
Timestamp,23.51865070518884,0.3,0.24391096478024504,20.0,22.0
Timestamp,23.577272876430914,0.3,0.24655069890175502,20.0,22.0
Timestamp,23.63738816058704,0.3,0.24777696253853934,20.0,22.0
Timestamp,23.676635507039702,0.3,0.2491916638950003,20.0,22.0
Timestamp,23.699582339591505,0.3,0.25036183225274483,20.0,22.0
Timestamp,23.648481441977005,0.3,0.2496784045674024,20.0,22.0
Timestamp,23.603888130503208,0.3,0.2507133811840994,20.0,22.0
Timestamp,23.58967974135054,0.3,0.25109162218660575,20.0,22.0
Timestamp,23.589362817377843,0.3,0.2510210183413994,20.0,22.0
Timestamp,23.452788554569647,0.3,0.24059434895753493,20.0,22.0
Timestamp,23.330855794722222,0.3,0.23417126423174134,20.0,22.0
Timestamp,23.27263527717236,0.3,0.22695591504434615,20.0,22.0
Timestamp,23.245443412587218,0.3,0.21651096227990044,20.0,22.0
Timestamp,23.218993774310462,0.3,0.20678070814699037,20.0,22.0
Timestamp,23.184536103619646,0.3,0.19586513514795906,20.0,22.0
Timestamp,23.144969392234163,0.3,0.19021573159564342,20.0,22.0
Timestamp,23.103911192233927,0.3,0.18410771226408015,20.0,22.0
Timestamp,22.432858490689064,0.3,0.1511040070964302,20.0,22.0
Timestamp,22.05132791921281,0.3,0.14057898282163223,20.0,22.0
Timestamp,22.005005575326244,0.3,0.13129550353977337,20.0,22.0
Timestamp,21.999868992464993,0.3,0.12843940094607995,20.0,22.0
Timestamp,21.999699336516233,0.3,0.11198513758169315,20.0,22.0
Timestamp,21.999759226676538,0.3,0.11033432994833801,20.0,22.0
Timestamp,21.95848626532497,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.880339886690308,0.3,0.10996319842848988,20.0,22.0
Timestamp,22.04650794093416,0.3,0.10996319842848988,20.0,22.0
Timestamp,22.072007791526225,0.3,0.10996319842848988,20.0,22.0
Timestamp,22.074975590207472,0.3,0.10996319842848988,20.0,22.0
Timestamp,22.037607633844225,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.971447242691454,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.89911173747591,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.83489025041984,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.77980752270333,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.730923528436374,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.686121900585732,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.644817129566153,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.606963219101683,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.57252369147897,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.54135598434679,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.513459444240176,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.48853267842697,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.467216453569534,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.449086248892165,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.433148657193474,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.418598093409383,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.40458983615858,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.390387722771894,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.375715649895852,0.3,0.10996319842848988,20.0,22.0
Timestamp,21.3602980161803,0.3,0.10996319842848988,20.0,22.0
